axe,horizon,pointe,n_ouvert,ferme,n_ferme,rouvre
OUIGO_est,3,creuse,0,0,70,0
OUIGO_est,3,pointe,0,0,70,0
OUIGO_est,4,creuse,0,0,70,0
OUIGO_est,4,pointe,0,0,70,0
OUIGO_est,5,creuse,0,0,70,0
OUIGO_est,5,pointe,0,0,70,0
OUIGO_est,6,creuse,0,0,70,0
OUIGO_est,6,pointe,0,0,70,0
OUIGO_est,7,creuse,0,0,70,0
OUIGO_est,7,pointe,0,0,70,0
OUIGO_est,8,creuse,0,0,70,0
OUIGO_est,8,pointe,0,0,70,0
OUIGO_est,9,creuse,0,0,70,0
OUIGO_est,9,pointe,0,0,70,0
OUIGO_est,10,creuse,0,0,70,0
OUIGO_est,10,pointe,0,0,70,0
OUIGO_est,11,creuse,0,0,70,0
OUIGO_est,11,pointe,0,0,70,0
OUIGO_est,12,creuse,0,0,70,0
OUIGO_est,12,pointe,0,0,70,0
OUIGO_est,13,creuse,0,0,70,0
OUIGO_est,13,pointe,0,0,70,0
OUIGO_est,14,creuse,0,0,70,0
OUIGO_est,14,pointe,0,0,70,0
OUIGO_est,15,creuse,0,0,70,0
OUIGO_est,15,pointe,0,0,70,0
OUIGO_est,16,creuse,0,0,70,0
OUIGO_est,16,pointe,0,0,70,0
OUIGO_est,17,creuse,0,0,70,0
OUIGO_est,17,pointe,0,0,70,0
OUIGO_est,18,creuse,0,0,70,0
OUIGO_est,18,pointe,0,0,70,0
OUIGO_est,19,creuse,0,0,70,0
OUIGO_est,19,pointe,0,0,70,0
OUIGO_est,20,creuse,0,0,70,0
OUIGO_est,20,pointe,0,0,70,0
OUIGO_est,21,creuse,0,0,70,0
OUIGO_est,21,pointe,0,0,70,0
OUIGO_est,22,creuse,0,0,70,0
OUIGO_est,22,pointe,0,0,70,0
OUIGO_est,23,creuse,0,0,70,0
OUIGO_est,23,pointe,0,0,70,0
OUIGO_est,24,creuse,0,0,70,0
OUIGO_est,24,pointe,0,0,70,0
OUIGO_est,25,creuse,0,0,70,0
OUIGO_est,25,pointe,0,0,70,0
OUIGO_est,26,creuse,0,0,70,0
OUIGO_est,26,pointe,0,0,70,0
OUIGO_est,27,creuse,0,0,70,0
OUIGO_est,27,pointe,0,0,70,0
OUIGO_est,28,creuse,0,0,70,0
OUIGO_est,28,pointe,0,0,70,0
OUIGO_est,29,creuse,0,0,70,0
OUIGO_est,29,pointe,0,0,70,0
OUIGO_est,30,creuse,0,0,70,0
OUIGO_est,30,pointe,0,0,70,0
OUIGO_nord,1,creuse,0,0,1561,0
OUIGO_nord,1,pointe,0,0,2585,0
OUIGO_nord,2,creuse,0,0,1562,0
OUIGO_nord,2,pointe,0,0,2594,0
OUIGO_nord,3,creuse,0,0,1565,0
OUIGO_nord,3,pointe,0,0,2597,0
OUIGO_nord,4,creuse,0,0,1565,0
OUIGO_nord,4,pointe,0,0,2597,0
OUIGO_nord,5,creuse,0,0,1565,0
OUIGO_nord,5,pointe,0,0,2597,0
OUIGO_nord,6,creuse,0,0,1563,0
OUIGO_nord,6,pointe,0,0,2590,0
OUIGO_nord,7,creuse,0,0,1564,0
OUIGO_nord,7,pointe,0,0,2599,0
OUIGO_nord,8,creuse,0,0,1564,0
OUIGO_nord,8,pointe,0,0,2599,0
OUIGO_nord,9,creuse,0,0,1564,0
OUIGO_nord,9,pointe,0,0,2599,0
OUIGO_nord,10,creuse,0,0,1564,0
OUIGO_nord,10,pointe,0,0,2599,0
OUIGO_nord,11,creuse,0,0,1564,0
OUIGO_nord,11,pointe,0,0,2599,0
OUIGO_nord,12,creuse,0,0,1564,0
OUIGO_nord,12,pointe,0,0,2599,0
OUIGO_nord,13,creuse,0,0,1562,0
OUIGO_nord,13,pointe,0,0,2592,0
OUIGO_nord,14,creuse,0,0,1562,0
OUIGO_nord,14,pointe,0,0,2592,0
OUIGO_nord,15,creuse,0,0,1562,0
OUIGO_nord,15,pointe,0,0,2592,0
OUIGO_nord,16,creuse,0,0,1570,0
OUIGO_nord,16,pointe,0,0,2584,0
OUIGO_nord,17,creuse,0,0,1578,0
OUIGO_nord,17,pointe,0,0,2576,0
OUIGO_nord,18,creuse,0,0,1586,0
OUIGO_nord,18,pointe,0,0,2568,0
OUIGO_nord,19,creuse,0,0,1594,0
OUIGO_nord,19,pointe,0,0,2560,0
OUIGO_nord,20,creuse,0,0,1580,0
OUIGO_nord,20,pointe,0,0,2527,0
OUIGO_nord,21,creuse,0,0,1566,0
OUIGO_nord,21,pointe,0,0,2493,0
OUIGO_nord,22,creuse,0,0,1566,0
OUIGO_nord,22,pointe,0,0,2493,0
OUIGO_nord,23,creuse,0,0,1566,0
OUIGO_nord,23,pointe,0,0,2493,0
OUIGO_nord,24,creuse,0,0,1566,0
OUIGO_nord,24,pointe,0,0,2493,0
OUIGO_nord,25,creuse,0,0,1566,0
OUIGO_nord,25,pointe,0,0,2493,0
OUIGO_nord,26,creuse,0,0,1566,0
OUIGO_nord,26,pointe,0,0,2493,0
OUIGO_nord,27,creuse,0,0,1552,0
OUIGO_nord,27,pointe,0,0,2460,0
OUIGO_nord,28,creuse,0,0,1538,0
OUIGO_nord,28,pointe,0,0,2426,0
OUIGO_nord,29,creuse,0,0,1538,0
OUIGO_nord,29,pointe,0,0,2426,0
OUIGO_nord,30,creuse,0,0,1530,0
OUIGO_nord,30,pointe,0,0,2434,0
OUIGO_sud-est,1,creuse,0,0,1350,0
OUIGO_sud-est,1,pointe,0,0,1589,0
OUIGO_sud-est,2,creuse,0,0,1392,0
OUIGO_sud-est,2,pointe,0,0,1666,0
OUIGO_sud-est,3,creuse,0,0,1392,0
OUIGO_sud-est,3,pointe,0,0,1666,0
OUIGO_sud-est,4,creuse,0,0,1392,0
OUIGO_sud-est,4,pointe,0,0,1666,0
OUIGO_sud-est,5,creuse,0,0,1392,0
OUIGO_sud-est,5,pointe,0,0,1666,0
OUIGO_sud-est,6,creuse,0,0,1392,0
OUIGO_sud-est,6,pointe,0,0,1666,0
OUIGO_sud-est,7,creuse,0,0,1400,0
OUIGO_sud-est,7,pointe,0,0,1666,0
OUIGO_sud-est,8,creuse,0,0,1400,0
OUIGO_sud-est,8,pointe,0,0,1666,0
OUIGO_sud-est,9,creuse,0,0,1400,0
OUIGO_sud-est,9,pointe,0,0,1666,0
OUIGO_sud-est,10,creuse,0,0,1400,0
OUIGO_sud-est,10,pointe,0,0,1666,0
OUIGO_sud-est,11,creuse,0,0,1400,0
OUIGO_sud-est,11,pointe,0,0,1666,0
OUIGO_sud-est,12,creuse,0,0,1400,0
OUIGO_sud-est,12,pointe,0,0,1666,0
OUIGO_sud-est,13,creuse,0,0,1400,0
OUIGO_sud-est,13,pointe,0,0,1666,0
OUIGO_sud-est,14,creuse,0,0,1400,0
OUIGO_sud-est,14,pointe,0,0,1666,0
OUIGO_sud-est,15,creuse,0,0,1400,0
OUIGO_sud-est,15,pointe,0,0,1666,0
OUIGO_sud-est,16,creuse,0,0,1400,0
OUIGO_sud-est,16,pointe,0,0,1666,0
OUIGO_sud-est,17,creuse,0,0,1400,0
OUIGO_sud-est,17,pointe,0,0,1666,0
OUIGO_sud-est,18,creuse,0,0,1400,0
OUIGO_sud-est,18,pointe,0,0,1666,0
OUIGO_sud-est,19,creuse,0,0,1397,0
OUIGO_sud-est,19,pointe,0,0,1648,0
OUIGO_sud-est,20,creuse,0,0,1346,0
OUIGO_sud-est,20,pointe,0,0,1600,0
OUIGO_sud-est,21,creuse,0,0,1331,0
OUIGO_sud-est,21,pointe,0,0,1579,0
OUIGO_sud-est,22,creuse,0,0,1331,0
OUIGO_sud-est,22,pointe,0,0,1579,0
OUIGO_sud-est,23,creuse,0,0,1331,0
OUIGO_sud-est,23,pointe,0,0,1579,0
OUIGO_sud-est,24,creuse,0,0,1331,0
OUIGO_sud-est,24,pointe,0,0,1579,0
OUIGO_sud-est,25,creuse,0,0,1331,0
OUIGO_sud-est,25,pointe,0,0,1579,0
OUIGO_sud-est,26,creuse,0,0,1331,0
OUIGO_sud-est,26,pointe,0,0,1579,0
OUIGO_sud-est,27,creuse,0,0,1323,0
OUIGO_sud-est,27,pointe,0,0,1579,0
OUIGO_sud-est,28,creuse,0,0,1315,0
OUIGO_sud-est,28,pointe,0,0,1579,0
OUIGO_sud-est,29,creuse,0,0,1315,0
OUIGO_sud-est,29,pointe,0,0,1579,0
OUIGO_sud-est,30,creuse,0,0,1315,0
OUIGO_sud-est,30,pointe,0,0,1579,0
SUD EST,1,creuse,6891,441,7274,497
SUD EST,1,pointe,9570,766,9885,611
SUD EST,2,creuse,6999,424,7074,442
SUD EST,2,pointe,9638,541,9614,544
SUD EST,3,creuse,6920,356,6961,321
SUD EST,3,pointe,9554,479,9508,531
SUD EST,4,creuse,4232,71,9461,2824
SUD EST,4,pointe,6045,40,12823,3567
SUD EST,5,creuse,4153,292,9349,449
SUD EST,5,pointe,6087,471,12515,528
SUD EST,6,creuse,4038,237,9229,474
SUD EST,6,pointe,6189,397,12280,469
SUD EST,7,creuse,3842,314,9318,502
SUD EST,7,pointe,5995,389,12330,566
SUD EST,8,creuse,3863,384,9086,453
SUD EST,8,pointe,6242,482,11883,409
SUD EST,9,creuse,3891,346,8852,399
SUD EST,9,pointe,6224,384,11734,629
SUD EST,10,creuse,3830,300,8702,351
SUD EST,10,pointe,6447,347,11328,348
SUD EST,11,creuse,4059,459,8263,220
SUD EST,11,pointe,6626,466,10952,466
SUD EST,12,creuse,2107,28,10027,1916
SUD EST,12,pointe,3933,36,13380,2657
SUD EST,13,creuse,1854,75,9924,288
SUD EST,13,pointe,3594,139,13306,364
SUD EST,14,creuse,1854,165,9804,134
SUD EST,14,pointe,3358,216,13378,304
SUD EST,15,creuse,1782,88,9886,168
SUD EST,15,pointe,3318,195,13454,238
SUD EST,16,creuse,1622,114,10036,216
SUD EST,16,pointe,3197,153,13598,217
SUD EST,17,creuse,1417,55,10228,144
SUD EST,17,pointe,2996,188,13816,203
SUD EST,18,creuse,1369,122,10268,94
SUD EST,18,pointe,2661,111,14158,240
SUD EST,19,creuse,1372,78,10252,90
SUD EST,19,pointe,2704,227,14114,89
SUD EST,20,creuse,1313,80,10055,86
SUD EST,20,pointe,2543,92,13886,138
SUD EST,21,creuse,1277,69,10059,113
SUD EST,21,pointe,2569,178,13756,137
SUD EST,22,creuse,1270,87,10073,83
SUD EST,22,pointe,2623,184,13714,69
SUD EST,23,creuse,1221,101,10116,83
SUD EST,23,pointe,2539,129,13801,106
SUD EST,24,creuse,1163,78,10168,83
SUD EST,24,pointe,2425,115,13915,157
SUD EST,25,creuse,1073,49,10265,128
SUD EST,25,pointe,2239,73,14098,179
SUD EST,26,creuse,1115,101,10207,78
SUD EST,26,pointe,2321,130,14007,37
SUD EST,27,creuse,1068,60,10243,62
SUD EST,27,pointe,2249,71,14070,129
SUD EST,28,creuse,1093,84,10176,78
SUD EST,28,pointe,2244,167,14049,161
SUD EST,29,creuse,1017,63,10260,147
SUD EST,29,pointe,2179,96,14121,156
SUD EST,30,creuse,49,0,11231,938
SUD EST,30,pointe,0,0,16302,2134
