train_no,origine_iata,destination_iata,bande,n_ouvert,ferme,n_ferme,rouvre
105455,FRXSH,FRAFW,bascule,0,0,1,0
105455,FRXSH,FRAFW,intervalle,0,0,2,0
105455,FRXSH,FRAFW,plateau,0,0,5,0
105485,FRXSH,FRAFW,bascule,0,0,1,0
105485,FRXSH,FRAFW,derniers_jours,0,0,3,0
105485,FRXSH,FRAFW,intervalle,0,0,7,0
105485,FRXSH,FRAFW,ouverture,0,0,1,0
105485,FRXSH,FRAFW,plateau,0,0,17,0
105485,FRXSH,FRAFW,relance,0,0,1,0
105750,FRXSH,FRAFW,bascule,0,0,1,0
105750,FRXSH,FRAFW,derniers_jours,0,0,3,0
105750,FRXSH,FRAFW,intervalle,0,0,6,0
105750,FRXSH,FRAFW,ouverture,0,0,1,0
105750,FRXSH,FRAFW,plateau,0,0,14,0
105750,FRXSH,FRAFW,relance,0,0,1,0
106306,FRAFW,FRXSH,bascule,0,0,1,0
106306,FRAFW,FRXSH,derniers_jours,0,0,3,0
106306,FRAFW,FRXSH,intervalle,0,0,7,0
106306,FRAFW,FRXSH,ouverture,0,0,1,0
106306,FRAFW,FRXSH,plateau,0,0,17,0
106306,FRAFW,FRXSH,relance,0,0,1,0
106330,FRAFW,FRXSH,bascule,0,0,1,0
106330,FRAFW,FRXSH,derniers_jours,0,0,3,0
106330,FRAFW,FRXSH,intervalle,0,0,7,0
106330,FRAFW,FRXSH,ouverture,0,0,1,0
106330,FRAFW,FRXSH,plateau,0,0,17,0
106330,FRAFW,FRXSH,relance,0,0,1,0
106331,FRAFW,FRXSH,bascule,0,0,1,0
106331,FRAFW,FRXSH,derniers_jours,0,0,3,0
106331,FRAFW,FRXSH,intervalle,0,0,7,0
106331,FRAFW,FRXSH,ouverture,0,0,1,0
106331,FRAFW,FRXSH,plateau,0,0,17,0
106331,FRAFW,FRXSH,relance,0,0,1,0
106340,FRAFW,FRXSH,intervalle,0,0,1,0
106340,FRAFW,FRXSH,plateau,0,0,2,0
106340,FRAFW,FRXSH,relance,0,0,1,0
106342,FRAFW,FRXSH,intervalle,0,0,1,0
106342,FRAFW,FRXSH,plateau,0,0,2,0
106342,FRAFW,FRXSH,relance,0,0,1,0
106347,FRAFW,FRXSH,bascule,0,0,1,0
106347,FRAFW,FRXSH,derniers_jours,0,0,3,0
106347,FRAFW,FRXSH,intervalle,0,0,6,0
106347,FRAFW,FRXSH,ouverture,0,0,1,0
106347,FRAFW,FRXSH,plateau,0,0,15,0
106350,FRAFW,FRXSH,intervalle,0,0,1,0
106350,FRAFW,FRXSH,plateau,0,0,3,0
106355,FRAFW,FRXSH,bascule,0,0,1,0
106355,FRAFW,FRXSH,derniers_jours,0,0,3,0
106355,FRAFW,FRXSH,intervalle,0,0,5,0
106355,FRAFW,FRXSH,ouverture,0,0,1,0
106355,FRAFW,FRXSH,plateau,0,0,12,0
106367,FRAFW,FRXSH,intervalle,0,0,1,0
106367,FRAFW,FRXSH,plateau,0,0,2,0
106367,FRAFW,FRXSH,relance,0,0,1,0
106377,FRAFW,FRXSH,bascule,0,0,1,0
106377,FRAFW,FRXSH,derniers_jours,0,0,3,0
106377,FRAFW,FRXSH,intervalle,0,0,7,0
106377,FRAFW,FRXSH,ouverture,0,0,1,0
106377,FRAFW,FRXSH,plateau,0,0,17,0
106377,FRAFW,FRXSH,relance,0,0,1,0
106378,FRAFW,FRXSH,bascule,0,0,1,0
106378,FRAFW,FRXSH,derniers_jours,0,0,3,0
106378,FRAFW,FRXSH,intervalle,0,0,7,0
106378,FRAFW,FRXSH,ouverture,0,0,1,0
106378,FRAFW,FRXSH,plateau,0,0,17,0
106378,FRAFW,FRXSH,relance,0,0,1,0
106442,FRAFW,FRXSH,intervalle,0,0,1,0
106442,FRAFW,FRXSH,plateau,0,0,3,0
106445,FRAFW,FRXSH,bascule,0,0,1,0
106445,FRAFW,FRXSH,derniers_jours,0,0,3,0
106445,FRAFW,FRXSH,intervalle,0,0,5,0
106445,FRAFW,FRXSH,ouverture,0,0,1,0
106445,FRAFW,FRXSH,plateau,0,0,12,0
106450,FRAFW,FRXSH,bascule,0,0,1,0
106450,FRAFW,FRXSH,derniers_jours,0,0,3,0
106450,FRAFW,FRXSH,intervalle,0,0,7,0
106450,FRAFW,FRXSH,ouverture,0,0,1,0
106450,FRAFW,FRXSH,plateau,0,0,17,0
106450,FRAFW,FRXSH,relance,0,0,1,0
106461,FRAFW,FRXSH,bascule,0,0,1,0
106461,FRAFW,FRXSH,intervalle,0,0,2,0
106461,FRAFW,FRXSH,plateau,0,0,5,0
106485,FRAFW,FRXSH,bascule,0,0,1,0
106485,FRAFW,FRXSH,derniers_jours,0,0,3,0
106485,FRAFW,FRXSH,intervalle,0,0,7,0
106485,FRAFW,FRXSH,ouverture,0,0,1,0
106485,FRAFW,FRXSH,plateau,0,0,17,0
106485,FRAFW,FRXSH,relance,0,0,1,0
106600,FRAFW,FRXSH,bascule,0,0,1,0
106600,FRAFW,FRXSH,derniers_jours,0,0,3,0
106600,FRAFW,FRXSH,intervalle,0,0,6,0
106600,FRAFW,FRXSH,ouverture,0,0,1,0
106600,FRAFW,FRXSH,plateau,0,0,14,0
106600,FRAFW,FRXSH,relance,0,0,1,0
107241,FRXSH,FRAFW,bascule,0,0,1,0
107241,FRXSH,FRAFW,derniers_jours,0,0,3,0
107241,FRXSH,FRAFW,intervalle,0,0,7,0
107241,FRXSH,FRAFW,ouverture,0,0,1,0
107241,FRXSH,FRAFW,plateau,0,0,17,0
107241,FRXSH,FRAFW,relance,0,0,1,0
107260,FRXSH,FRAFW,intervalle,0,0,1,0
107260,FRXSH,FRAFW,plateau,0,0,2,0
107260,FRXSH,FRAFW,relance,0,0,1,0
107261,FRXSH,FRAFW,intervalle,0,0,2,0
107261,FRXSH,FRAFW,plateau,0,0,5,0
107261,FRXSH,FRAFW,relance,0,0,1,0
107284,FRXSH,FRAFW,bascule,0,0,1,0
107284,FRXSH,FRAFW,derniers_jours,0,0,3,0
107284,FRXSH,FRAFW,intervalle,0,0,7,0
107284,FRXSH,FRAFW,ouverture,0,0,1,0
107284,FRXSH,FRAFW,plateau,0,0,17,0
107284,FRXSH,FRAFW,relance,0,0,1,0
107300,FRXSH,FRAFW,bascule,0,0,1,0
107300,FRXSH,FRAFW,derniers_jours,0,0,3,0
107300,FRXSH,FRAFW,intervalle,0,0,7,0
107300,FRXSH,FRAFW,ouverture,0,0,1,0
107300,FRXSH,FRAFW,plateau,0,0,17,0
107300,FRXSH,FRAFW,relance,0,0,1,0
107306,FRXSH,FRAFW,bascule,0,0,1,0
107306,FRXSH,FRAFW,derniers_jours,0,0,3,0
107306,FRXSH,FRAFW,intervalle,0,0,7,0
107306,FRXSH,FRAFW,ouverture,0,0,1,0
107306,FRXSH,FRAFW,plateau,0,0,17,0
107306,FRXSH,FRAFW,relance,0,0,1,0
107359,FRXSH,FRAFW,bascule,0,0,1,0
107359,FRXSH,FRAFW,derniers_jours,0,0,3,0
107359,FRXSH,FRAFW,intervalle,0,0,7,0
107359,FRXSH,FRAFW,ouverture,0,0,1,0
107359,FRXSH,FRAFW,plateau,0,0,17,0
107359,FRXSH,FRAFW,relance,0,0,1,0
107455,FRXSH,FRAFW,bascule,0,0,1,0
107455,FRXSH,FRAFW,derniers_jours,0,0,3,0
107455,FRXSH,FRAFW,intervalle,0,0,7,0
107455,FRXSH,FRAFW,ouverture,0,0,1,0
107455,FRXSH,FRAFW,plateau,0,0,17,0
107455,FRXSH,FRAFW,relance,0,0,1,0
107486,FRXSH,FRAFW,intervalle,0,0,1,0
107486,FRXSH,FRAFW,plateau,0,0,2,0
107486,FRXSH,FRAFW,relance,0,0,1,0
107494,FRXSH,FRAFW,intervalle,0,0,1,0
107494,FRXSH,FRAFW,plateau,0,0,2,0
107494,FRXSH,FRAFW,relance,0,0,1,0
108203,FRAFW,FRXSH,bascule,0,0,1,0
108203,FRAFW,FRXSH,derniers_jours,0,0,3,0
108203,FRAFW,FRXSH,intervalle,0,0,7,0
108203,FRAFW,FRXSH,ouverture,0,0,1,0
108203,FRAFW,FRXSH,plateau,0,0,17,0
108203,FRAFW,FRXSH,relance,0,0,1,0
108241,FRAFW,FRXSH,intervalle,0,0,2,0
108241,FRAFW,FRXSH,plateau,0,0,5,0
108241,FRAFW,FRXSH,relance,0,0,1,0
108260,FRAFW,FRXSH,intervalle,0,0,2,0
108260,FRAFW,FRXSH,plateau,0,0,5,0
108260,FRAFW,FRXSH,relance,0,0,1,0
108284,FRAFW,FRXSH,bascule,0,0,1,0
108284,FRAFW,FRXSH,derniers_jours,0,0,3,0
108284,FRAFW,FRXSH,intervalle,0,0,7,0
108284,FRAFW,FRXSH,ouverture,0,0,1,0
108284,FRAFW,FRXSH,plateau,0,0,17,0
108284,FRAFW,FRXSH,relance,0,0,1,0
108300,FRAFW,FRXSH,intervalle,0,0,1,0
108300,FRAFW,FRXSH,plateau,0,0,3,0
108359,FRAFW,FRXSH,bascule,0,0,1,0
108359,FRAFW,FRXSH,derniers_jours,0,0,3,0
108359,FRAFW,FRXSH,intervalle,0,0,7,0
108359,FRAFW,FRXSH,ouverture,0,0,1,0
108359,FRAFW,FRXSH,plateau,0,0,17,0
108359,FRAFW,FRXSH,relance,0,0,1,0
108440,FRAFW,FRXSH,bascule,0,0,1,0
108440,FRAFW,FRXSH,derniers_jours,0,0,3,0
108440,FRAFW,FRXSH,intervalle,0,0,7,0
108440,FRAFW,FRXSH,ouverture,0,0,1,0
108440,FRAFW,FRXSH,plateau,0,0,17,0
108440,FRAFW,FRXSH,relance,0,0,1,0
108444,FRAFW,FRXSH,intervalle,0,0,2,0
108444,FRAFW,FRXSH,plateau,0,0,5,0
108444,FRAFW,FRXSH,relance,0,0,1,0
12102,FRAEG,FRPST,bascule,1,0,0,0
12102,FRAEG,FRPST,intervalle,0,0,2,0
12102,FRAEG,FRPST,plateau,0,0,5,0
12105,FRPST,FRAEG,derniers_jours,1,0,0,0
12105,FRPST,FRAEG,intervalle,0,0,2,0
12105,FRPST,FRAEG,plateau,0,0,5,0
12107,FRPST,FRAEG,intervalle,0,0,1,0
12107,FRPST,FRAEG,plateau,0,0,2,0
12107,FRPST,FRAEG,relance,0,0,1,0
12108,FRAEG,FRPST,derniers_jours,3,2,0,0
12108,FRAEG,FRPST,intervalle,2,1,2,0
12108,FRAEG,FRPST,ouverture,0,0,1,0
12108,FRAEG,FRPST,plateau,0,0,10,0
12111,FREAH,FRAEG,intervalle,0,0,1,0
12111,FREAH,FRAEG,plateau,0,0,3,0
12111,FRPST,FRAEG,intervalle,0,0,1,0
12111,FRPST,FRAEG,plateau,0,0,3,0
12111,FRPST,FREAH,intervalle,0,0,1,0
12111,FRPST,FREAH,plateau,0,0,3,0
12114,FRAEG,FRPST,intervalle,0,0,1,0
12114,FRAEG,FRPST,plateau,0,0,3,0
12115,FRPST,FRAEG,plateau,0,0,2,0
12118,FRAEG,FREAJ,intervalle,0,0,1,0
12118,FRAEG,FREAJ,plateau,0,0,1,0
12118,FRAEG,FRPST,intervalle,0,0,1,0
12118,FRAEG,FRPST,plateau,0,0,1,0
12118,FREAJ,FRPST,intervalle,0,0,1,0
12118,FREAJ,FRPST,plateau,0,0,1,0
12119,FRPST,FRAEG,intervalle,0,0,1,0
12119,FRPST,FRAEG,plateau,0,0,2,0
12119,FRPST,FRAEG,relance,0,0,1,0
12120,FRAEG,FRPST,bascule,0,0,1,0
12120,FRAEG,FRPST,derniers_jours,1,0,0,0
12120,FRAEG,FRPST,intervalle,0,0,3,0
12120,FRAEG,FRPST,plateau,0,0,7,0
12124,FRAEG,FRPST,bascule,1,0,0,0
12124,FRAEG,FRPST,intervalle,0,0,2,0
12124,FRAEG,FRPST,plateau,0,0,5,0
12125,FRPST,FRAEG,intervalle,0,0,1,0
12125,FRPST,FRAEG,plateau,0,0,2,0
12125,FRPST,FRAEG,relance,0,0,1,0
12126,FRAEG,FRPST,intervalle,0,0,1,0
12126,FRAEG,FRPST,plateau,0,0,3,0
12127,FRPST,FRAEG,bascule,1,0,0,0
12127,FRPST,FRAEG,derniers_jours,3,0,0,0
12127,FRPST,FRAEG,intervalle,0,0,6,0
12127,FRPST,FRAEG,ouverture,0,0,1,0
12127,FRPST,FRAEG,plateau,0,0,15,0
12130,FRAEG,FRPST,derniers_jours,2,0,0,0
12130,FRAEG,FRPST,intervalle,1,0,3,0
12130,FRAEG,FRPST,ouverture,0,0,1,0
12130,FRAEG,FRPST,plateau,0,0,9,0
12130,FRAEG,FRPST,relance,0,0,1,1
12131,FRPST,FRAEG,bascule,0,0,1,1
12131,FRPST,FRAEG,derniers_jours,3,0,0,0
12131,FRPST,FRAEG,intervalle,0,0,5,0
12131,FRPST,FRAEG,ouverture,0,0,1,0
12131,FRPST,FRAEG,plateau,0,0,12,0
12132,FRAEG,FRPST,intervalle,0,0,2,0
12132,FRAEG,FRPST,plateau,0,0,5,0
12132,FRAEG,FRPST,relance,0,0,1,1
12133,FRPST,FRAEG,intervalle,0,0,1,0
12133,FRPST,FRAEG,plateau,0,0,5,0
12140,FRENC,FRPST,intervalle,1,1,0,0
12140,FRENC,FRPST,plateau,0,0,2,0
12140,FRENC,FRPST,relance,0,0,1,0
12141,FREAH,FRENC,bascule,1,0,0,0
12141,FREAH,FRENC,derniers_jours,3,0,0,0
12141,FREAH,FRENC,intervalle,3,0,2,0
12141,FREAH,FRENC,ouverture,0,0,1,1
12141,FREAH,FRENC,plateau,1,0,11,0
12141,FRPST,FREAH,bascule,1,0,0,0
12141,FRPST,FREAH,derniers_jours,3,0,0,0
12141,FRPST,FREAH,intervalle,3,0,2,0
12141,FRPST,FREAH,ouverture,0,0,1,1
12141,FRPST,FREAH,plateau,1,0,11,0
12141,FRPST,FRENC,bascule,1,0,0,0
12141,FRPST,FRENC,derniers_jours,3,0,0,0
12141,FRPST,FRENC,intervalle,3,0,2,0
12141,FRPST,FRENC,ouverture,0,0,1,1
12141,FRPST,FRENC,plateau,1,0,11,0
12142,FREAH,FRPST,bascule,0,0,1,0
12142,FREAH,FRPST,intervalle,0,0,1,0
12142,FREAH,FRPST,plateau,0,0,2,0
12142,FRENC,FREAH,bascule,0,0,1,1
12142,FRENC,FREAH,intervalle,0,0,1,0
12142,FRENC,FREAH,plateau,0,0,2,0
12142,FRENC,FRPST,bascule,1,0,0,0
12142,FRENC,FRPST,intervalle,0,0,1,0
12142,FRENC,FRPST,plateau,0,0,2,0
12143,FREAJ,FRENC,intervalle,0,0,2,0
12143,FREAJ,FRENC,plateau,0,0,5,0
12143,FREAJ,FRENC,relance,0,0,1,0
12143,FRPST,FREAJ,intervalle,0,0,2,0
12143,FRPST,FREAJ,plateau,0,0,5,0
12143,FRPST,FREAJ,relance,0,0,1,0
12143,FRPST,FRENC,intervalle,0,0,2,0
12143,FRPST,FRENC,plateau,0,0,5,0
12143,FRPST,FRENC,relance,0,0,1,0
12146,FRENC,FRPST,intervalle,1,1,0,0
12146,FRENC,FRPST,plateau,0,0,2,0
12146,FRENC,FRPST,relance,0,0,1,1
12148,FREAJ,FRPST,intervalle,0,0,1,0
12148,FREAJ,FRPST,plateau,0,0,3,0
12148,FRENC,FREAJ,intervalle,0,0,1,0
12148,FRENC,FREAJ,plateau,0,0,3,0
12148,FRENC,FRPST,intervalle,0,0,1,0
12148,FRENC,FRPST,plateau,0,0,3,0
12151,FREAH,FREAJ,intervalle,0,0,1,0
12151,FREAH,FREAJ,plateau,0,0,3,0
12151,FREAH,FRENC,intervalle,0,0,1,0
12151,FREAH,FRENC,plateau,0,0,3,0
12151,FREAJ,FRENC,intervalle,0,0,1,0
12151,FREAJ,FRENC,plateau,0,0,3,0
12151,FRPST,FREAH,intervalle,0,0,1,0
12151,FRPST,FREAH,plateau,0,0,3,0
12151,FRPST,FREAJ,intervalle,0,0,1,0
12151,FRPST,FREAJ,plateau,0,0,3,0
12151,FRPST,FRENC,intervalle,0,0,1,0
12151,FRPST,FRENC,plateau,0,0,3,0
12153,FRPST,FRADE,bascule,1,0,0,0
12153,FRPST,FRADE,derniers_jours,0,0,1,0
12153,FRPST,FRADE,intervalle,0,0,3,0
12153,FRPST,FRADE,plateau,0,0,7,0
12154,FRADE,FRPST,intervalle,0,0,1,0
12154,FRADE,FRPST,plateau,0,0,3,0
12155,FRPST,FRADE,intervalle,0,0,1,0
12155,FRPST,FRADE,plateau,0,0,3,0
12156,FRADE,FREAH,bascule,0,0,1,1
12156,FRADE,FREAH,derniers_jours,1,0,0,0
12156,FRADE,FREAH,intervalle,1,0,2,0
12156,FRADE,FREAH,plateau,1,0,6,0
12156,FRADE,FRPST,bascule,0,0,1,0
12156,FRADE,FRPST,derniers_jours,1,0,0,0
12156,FRADE,FRPST,intervalle,1,0,2,0
12156,FRADE,FRPST,plateau,1,0,6,0
12156,FREAH,FRPST,bascule,1,1,0,0
12156,FREAH,FRPST,derniers_jours,1,0,0,0
12156,FREAH,FRPST,intervalle,1,0,2,0
12156,FREAH,FRPST,plateau,1,0,6,0
12158,FRADE,FRPST,intervalle,0,0,1,0
12158,FRADE,FRPST,plateau,0,0,2,0
12158,FRADE,FRPST,relance,0,0,1,0
12160,FRADE,FREAJ,intervalle,0,0,1,0
12160,FRADE,FREAJ,plateau,0,0,2,0
12160,FRADE,FREAJ,relance,0,0,1,0
12160,FRADE,FRPST,intervalle,0,0,1,0
12160,FRADE,FRPST,plateau,0,0,2,0
12160,FRADE,FRPST,relance,0,0,1,0
12160,FREAJ,FRPST,intervalle,0,0,1,0
12160,FREAJ,FRPST,plateau,0,0,2,0
12160,FREAJ,FRPST,relance,0,0,1,0
12161,FRPST,FRADE,plateau,0,0,2,0
12162,FRADE,FRPST,intervalle,1,0,0,0
12162,FRADE,FRPST,plateau,0,0,3,0
12164,FRRHE,FRPST,intervalle,1,1,0,0
12164,FRRHE,FRPST,plateau,0,0,2,0
12164,FRRHE,FRPST,relance,0,0,1,0
12166,FRRHE,FRPST,intervalle,1,0,0,0
12166,FRRHE,FRPST,plateau,0,0,2,0
12166,FRRHE,FRPST,relance,0,0,1,0
12170,FRRHE,FRPST,bascule,0,0,1,1
12170,FRRHE,FRPST,intervalle,0,0,1,0
12170,FRRHE,FRPST,plateau,0,0,2,0
12171,FRPST,FRRHE,bascule,0,0,1,0
12171,FRPST,FRRHE,derniers_jours,0,0,3,0
12171,FRPST,FRRHE,intervalle,0,0,5,0
12171,FRPST,FRRHE,ouverture,0,0,1,0
12171,FRPST,FRRHE,plateau,0,0,12,0
12174,FRRHE,FRPST,intervalle,0,0,1,0
12174,FRRHE,FRPST,plateau,0,0,3,0
12176,FRABA,FRAEG,bascule,0,0,1,0
12176,FRABA,FRAEG,derniers_jours,1,1,2,0
12176,FRABA,FRAEG,intervalle,0,0,7,0
12176,FRABA,FRAEG,ouverture,0,0,1,0
12176,FRABA,FRAEG,plateau,0,0,17,0
12176,FRABA,FRAEG,relance,0,0,1,0
12176,FRABA,FRAEJ,bascule,0,0,1,0
12176,FRABA,FRAEJ,derniers_jours,1,1,2,0
12176,FRABA,FRAEJ,intervalle,0,0,7,0
12176,FRABA,FRAEJ,ouverture,0,0,1,0
12176,FRABA,FRAEJ,plateau,0,0,17,0
12176,FRABA,FRAEJ,relance,0,0,1,0
12176,FRABA,FRAEK,bascule,0,0,1,0
12176,FRABA,FRAEK,derniers_jours,1,1,2,0
12176,FRABA,FRAEK,intervalle,0,0,7,0
12176,FRABA,FRAEK,ouverture,0,0,1,0
12176,FRABA,FRAEK,plateau,0,0,17,0
12176,FRABA,FRAEK,relance,0,0,1,0
12176,FRABA,FRTJA,bascule,0,0,1,0
12176,FRABA,FRTJA,derniers_jours,0,0,3,0
12176,FRABA,FRTJA,intervalle,0,0,7,0
12176,FRABA,FRTJA,ouverture,0,0,1,0
12176,FRABA,FRTJA,plateau,0,0,17,0
12176,FRABA,FRTJA,relance,0,0,1,0
12176,FRABA,FRTJB,bascule,0,0,1,0
12176,FRABA,FRTJB,derniers_jours,1,1,2,0
12176,FRABA,FRTJB,intervalle,0,0,7,0
12176,FRABA,FRTJB,ouverture,0,0,1,0
12176,FRABA,FRTJB,plateau,0,0,17,0
12176,FRABA,FRTJB,relance,0,0,1,0
12176,FRAEJ,FRAEG,bascule,0,0,1,0
12176,FRAEJ,FRAEG,derniers_jours,0,0,3,0
12176,FRAEJ,FRAEG,intervalle,0,0,7,0
12176,FRAEJ,FRAEG,ouverture,0,0,1,0
12176,FRAEJ,FRAEG,plateau,0,0,17,0
12176,FRAEJ,FRAEG,relance,0,0,1,0
12176,FRAEK,FRAEG,bascule,0,0,1,0
12176,FRAEK,FRAEG,derniers_jours,0,0,3,0
12176,FRAEK,FRAEG,intervalle,0,0,7,0
12176,FRAEK,FRAEG,ouverture,0,0,1,0
12176,FRAEK,FRAEG,plateau,0,0,17,0
12176,FRAEK,FRAEG,relance,0,0,1,0
12176,FRAEK,FRAEJ,bascule,0,0,1,0
12176,FRAEK,FRAEJ,derniers_jours,0,0,3,0
12176,FRAEK,FRAEJ,intervalle,0,0,7,0
12176,FRAEK,FRAEJ,ouverture,0,0,1,0
12176,FRAEK,FRAEJ,plateau,0,0,17,0
12176,FRAEK,FRAEJ,relance,0,0,1,0
12176,FRAIE,FRABA,bascule,0,0,1,0
12176,FRAIE,FRABA,derniers_jours,0,0,3,0
12176,FRAIE,FRABA,intervalle,0,0,7,0
12176,FRAIE,FRABA,ouverture,0,0,1,0
12176,FRAIE,FRABA,plateau,0,0,17,0
12176,FRAIE,FRABA,relance,0,0,1,0
12176,FRAIE,FRAEG,bascule,0,0,1,1
12176,FRAIE,FRAEG,derniers_jours,0,0,3,0
12176,FRAIE,FRAEG,intervalle,0,0,7,0
12176,FRAIE,FRAEG,ouverture,0,0,1,0
12176,FRAIE,FRAEG,plateau,0,0,17,0
12176,FRAIE,FRAEG,relance,0,0,1,0
12176,FRAIE,FRAEJ,bascule,0,0,1,1
12176,FRAIE,FRAEJ,derniers_jours,0,0,3,0
12176,FRAIE,FRAEJ,intervalle,0,0,7,0
12176,FRAIE,FRAEJ,ouverture,0,0,1,0
12176,FRAIE,FRAEJ,plateau,0,0,17,0
12176,FRAIE,FRAEJ,relance,0,0,1,0
12176,FRAIE,FRAEK,bascule,0,0,1,1
12176,FRAIE,FRAEK,derniers_jours,0,0,3,0
12176,FRAIE,FRAEK,intervalle,0,0,7,0
12176,FRAIE,FRAEK,ouverture,0,0,1,0
12176,FRAIE,FRAEK,plateau,0,0,17,0
12176,FRAIE,FRAEK,relance,0,0,1,0
12176,FRAIE,FRAVG,bascule,0,0,1,0
12176,FRAIE,FRAVG,derniers_jours,0,0,3,0
12176,FRAIE,FRAVG,intervalle,0,0,7,0
12176,FRAIE,FRAVG,ouverture,0,0,1,0
12176,FRAIE,FRAVG,plateau,0,0,17,0
12176,FRAIE,FRAVG,relance,0,0,1,0
12176,FRAIE,FRHGU,bascule,0,0,1,0
12176,FRAIE,FRHGU,derniers_jours,0,0,3,0
12176,FRAIE,FRHGU,intervalle,0,0,7,0
12176,FRAIE,FRHGU,ouverture,0,0,1,0
12176,FRAIE,FRHGU,plateau,0,0,17,0
12176,FRAIE,FRHGU,relance,0,0,1,0
12176,FRAIE,FRLPD,bascule,0,0,1,0
12176,FRAIE,FRLPD,derniers_jours,0,0,3,0
12176,FRAIE,FRLPD,intervalle,0,0,7,0
12176,FRAIE,FRLPD,ouverture,0,0,1,0
12176,FRAIE,FRLPD,plateau,0,0,17,0
12176,FRAIE,FRLPD,relance,0,0,1,0
12176,FRAIE,FRTJA,bascule,0,0,1,1
12176,FRAIE,FRTJA,derniers_jours,0,0,3,0
12176,FRAIE,FRTJA,intervalle,0,0,7,0
12176,FRAIE,FRTJA,ouverture,0,0,1,0
12176,FRAIE,FRTJA,plateau,0,0,17,0
12176,FRAIE,FRTJA,relance,0,0,1,0
12176,FRAIE,FRTJB,bascule,0,0,1,0
12176,FRAIE,FRTJB,derniers_jours,0,0,3,0
12176,FRAIE,FRTJB,intervalle,0,0,7,0
12176,FRAIE,FRTJB,ouverture,0,0,1,0
12176,FRAIE,FRTJB,plateau,0,0,17,0
12176,FRAIE,FRTJB,relance,0,0,1,0
12176,FRAIE,FRXBV,bascule,0,0,1,0
12176,FRAIE,FRXBV,derniers_jours,0,0,3,0
12176,FRAIE,FRXBV,intervalle,0,0,7,0
12176,FRAIE,FRXBV,ouverture,0,0,1,0
12176,FRAIE,FRXBV,plateau,0,0,17,0
12176,FRAIE,FRXBV,relance,0,0,1,0
12176,FRAVG,FRABA,bascule,0,0,1,0
12176,FRAVG,FRABA,derniers_jours,0,0,3,0
12176,FRAVG,FRABA,intervalle,0,0,7,0
